"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Resilient Cloud Architectures with AI Agents for Enhancing Cybersecurity in Health Information Systems","A. Gundaboina; A. K S","Senior DevsecOps and Cloud Architect, USA; Department of Electronics and Communication Engineering, A.R.J College of Engineering and Technology, Edayarnatham, Tamil Nadu","2025 9th International Conference on Electronics, Communication and Aerospace Technology (ICECA)","13 Feb 2026","2025","","","547","553","The growing adoption of electronic health records (EHRs), Internet of Medical Things (IoMT) devices and cloud-hosted platforms have not only improved healthcare efficiency but also expanded the cybersecurity vulnerabilities by expanding the attack surface. This highlights the need for resilient, adaptive and robust security frameworks in cloud environments. This study presents a resilient cloud architecture with AI agents for enhancing cybersecurity in healthcare information systems. The framework integrates an Isolation Forest (iForest) as a first-layer anomaly detector and XGBoost classifier for supervised intrusion detection, forming a two-layered defense mechanism. The iForest module isolates abnormal traffic patterns and filters potential intrusions, while the XGBoost classifier performs fine-grained classification of retained traffic flows. Together, this hybrid design minimizes false alarms, reduces misclassifications and ensures that benign and attack traffic are accurately distinguished in real time. Using the CIC IoMT 2024 dataset, the hybrid framework achieved an accuracy of 98.48%, a precision of 99.23%, a recall of 98.85%, and an F1-score of 99.04%, outperforming standalone baselines. ROC analysis further confirmed the framework’s superior detection capability with an AUC of 0.99. The framework’s layered adaptability and scalability make it well-suited for securing sensitive medical data and ensuring the continuity of healthcare services.","","979-8-3315-9929-4","10.1109/ICECA66444.2025.11383493","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11383493","Resilient Cloud Architecture;Healthcare Cybersecurity;Isolation Forest;XGBoost;Hybrid Model;Intrusion Detection","Cloud computing;Accuracy;Scalability;Transfer learning;Intrusion detection;Medical services;Forestry;Traffic control;Computer security;Information systems","","","","19","IEEE","13 Feb 2026","5-7 Nov. 2025","5-7 Nov. 2025","IEEE","IEEE Conferences"
"Acceptance Testing Optimization Method for Continuous Delivery","P. Hu; C. Chaowen; Y. Ma; X. Wang","Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China; Information Engineering University, Zhengzhou, China; Jiaxing University, Jiaxing, China","2021 2nd International Conference on Electronics, Communications and Information Technology (CECIT)","1 Apr 2022","2021","","","168","173","From agile to DevOps, development methods have been extended from continuous integration to continuous delivery. In the acceptance testing before software delivery, the constantly changing software configuration, real user environment, and user-led testing, all of these extend the delivery time and increase the risk of testing. How to further optimize the test and shorten the delivery cycle are problem that must be considered to realize the end-to-end value flow in DevOps. In the testing optimization research, the methods are mainly for regression testing. There are few researches on acceptance testing, and the methods for the acceptance testing mainly focus on specific scenario, that almost none research consider how to shorten the continuous delivery cycle. Aiming at the characteristics of acceptance testing, this paper proposes an acceptance testing optimization method for continuous delivery. For different levels of test cases, test case selection and prioritization are used to optimize test cases. Firstly, the test suite related to requirements is constructed, and the test cases are selected according to the requirements. Then, the test suites are divided into two levels to prioritize. During the test execution, the use case execution actions are streamlined to shorten execution time of the acceptance testing, meet user needs as soon as possible and achieve rapid value delivery. Finally, the method is applied to actual industrial projects for experiments. The results show that the method can reduce the scale of test cases, shorten the test execution times and improve the efficiency of demand satisfaction.","","978-1-6654-3757-8","10.1109/CECIT53797.2021.00037","Natural Science Foundation of Zhejiang Province(grant numbers:LQ22F020004); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9741963","testing optimization;acceptance testing;test case selection;test case prioritization","Diversity reception;Optimization methods;Software;Information and communication technology;Testing","","3","","18","IEEE","1 Apr 2022","27-29 Dec. 2021","27-29 Dec. 2021","IEEE","IEEE Conferences"
"""Unleashing the Potential of Grafana: A Comprehensive Study on Real-Time Monitoring and Visualization""","A. Mehdi; M. K. Bali; S. I. Abbas; M. Singh","Department of Computer Science and Engineering, Apex Institute of Technology, Mohali; Department of Computer Science and Engineering, Apex Institute of Technology, Mohali; Department of Computer Science and Engineering, Apex Institute of Technology, Mohali; Department of Computer Science and Engineering, Apex Institute of Technology, Mohali",2023 14th International Conference on Computing Communication and Networking Technologies (ICCCNT),"23 Nov 2023","2023","","","1","8","Grafana is a powerful and widely adopted open-source tool designed for real-time monitoring and visualization purposes. Its extensive features and functionalities empower organizations to create interactive and customizable dashboards, enabling them to monitor and analyze data from a multitude of sources in real-time. One of the key strengths of Grafana lies in its ability to integrate and visualize data from diverse systems. Whether it's servers, databases, IoT devices, or business applications, Grafana provides a unified platform for consolidating and visualizing data from these sources. This allows users to gain holistic insights into their infrastructure, applications, and business metrics. The user-friendly interface of Grafana makes it accessible to users with varying technical backgrounds. Its intuitive design enables users to easily configure and customize dashboards, selecting the most relevant visualizations and arranging them to suit their specific monitoring needs. This flexibility makes Grafana a versatile solution across multiple domains, including IT operations, DevOps, business intelligence, and IoT monitoring. Efficiency, performance optimizations, and scalability are key considerations in Grafana's design.","2473-7674","979-8-3503-3509-5","10.1109/ICCCNT56998.2023.10306699","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10306699","Grafana;DevOps;Monitoring;Operations","Measurement;Scalability;Data visualization;Organizations;Real-time systems;Internet of Things;Visual databases","","6","","20","IEEE","23 Nov 2023","6-8 July 2023","6-8 July 2023","IEEE","IEEE Conferences"
"Responsible Generative AI for Software Development Life Cycle","J. A. Shah; G. Bajpai","Cyber Security Engineering Canada DevOps Community of Pracitce & IEEE YP Toronto, Ontario, Canada; Sofware Development & AI Engineering Canada DevOps Community of Pracitce Ottawa, Ontario, Canada",2025 IEEE World AI IoT Congress (AIIoT),"12 Aug 2025","2025","","","0056","0061","Software practitioners are driving a paradigm shift in software engineering practices by integrating generative AI technology into software development and lifecycle management. Integration of generative AI to plan, design, develop, test and maintain software brings productivity gains and enables rapid software releases, however it also presents ethical challenges. This paper examines strategies for developing software through integration of responsible Generative AI that endures, emphasizing primarily the ethical considerations, and the responsible use of Generative technology. It covers the benefits and challenges of collaborative development with responsible Generative AI technologies. The paper focuses on responsible use of generative AI considerations which are likely to induce software integrity and trust. The paper presents best practices, audits, assessments and benchmarking concepts for Gen AI integrated software development and lifecycle management. Subsequently, the paper highlights the importance of safeguarding the integrity of the software development lifecycle through incorporating responsible AI principles, mainly fairness, bias mitigation, privacy and data security, transparency and accountability. Lastly, presenting recommendation for built-in and add-on capabilities for responsible use of GenAI integration into SDLC which paves the way to the trusted ecosystem of GenAI integration for software practitioners.","","979-8-3315-2508-8","10.1109/AIIoT65859.2025.11105309","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11105309","Artificial Intelligence;Generative AI;Software Development Life Cycle;Software Engineering;Security","Productivity;Ethics;Technological innovation;Generative AI;Reviews;Biological system modeling;Organizations;Software;Software development management;Software engineering","","2","","13","IEEE","12 Aug 2025","28-30 May 2025","28-30 May 2025","IEEE","IEEE Conferences"
"Security Scenarios Automation and Deployment in Virtual Environment using Ansible","R. Acheampong; T. C. Bălan; D. -M. Popovici; A. Rekeraho","Electronics and Computers, Transilvania University of Brasov, Brasov, Romania; Electronics and Computers, Transilvania University of Brasov, Brasov, Romania; Faculty of Mathematics and Computer Science, Ovidius University of Constanta, Constanta, Romania; Electronics and Computers, Transilvania University of Brasov, Brasov, Romania",2022 14th International Conference on Communications (COMM),"13 Jul 2022","2022","","","1","7","Cyber security is a 21st-century challenge doubled by the risk introduced by the lack of cyber security workforce. To bridge this workforce gap, cyber security learning environment are necessary. The Cyber range is cyber virtual environment for security training for cyber security professionals. This study presents the next-generation tools for developing Cyber ranges in the cloud and integrates automation with Ansible hence, orchestrating the virtual environment for the efficacy of security testsbeds, equipping the user with cyber security readiness to defend against real-life cyber-attacks. The proposed automation methodology can be also incorporated in continuous integration queues, defining the Infrastructure as Code (IaC) DevSecOps strategy. The developed scalable and reusable platform allows malicious cyber activities to be simulated through automation. The exercises and the tools employed gives security professionals a good understanding of adversary's operations. while the vulnerabilities are mapped to MITRE ATT &CK knowledge base. Our results show that, the developed Cyber range platform is suitable and effective for cyber security training. Notwithstanding, we propose future studies be carried out to look into cyber security problematic in virtual reality (VR) platforms.","","978-1-6654-9485-4","10.1109/COMM54429.2022.9817150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9817150","Cyber range;automation;cyber security;cloud","Training;Bridges;Cloud computing;Automation;Codes;Knowledge based systems;Virtual environments","","5","","19","IEEE","13 Jul 2022","16-18 June 2022","16-18 June 2022","IEEE","IEEE Conferences"
"Container Orchestration Engines: A Thorough Functional and Performance Comparison","I. M. A. Jawarneh; P. Bellavista; F. Bosi; L. Foschini; G. Martuscelli; R. Montanari; A. Palopoli","Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy; Imola Informatica, Imola (BO), Italy; Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy; Dipartimento di Informatica – Scienza e Ingegneria, University of Bologna, Bologna, Italy",ICC 2019 - 2019 IEEE International Conference on Communications (ICC),"15 Jul 2019","2019","","","1","6","In the last decade, novel software architectural patterns, such as microservices, have emerged to improve application modularity and to streamline their development, testing, scaling, and component replacement. To support these new trends, new practices as DevOps methodologies and tools, promoting better cooperation between software development and operations teams, have emerged to support automation and monitoring throughout the whole software construction lifecycle. That affected positively several IT companies, but also helped the transition to the softwarization of complex telco infrastructures in the last years. Container-based technologies played a crucial role by enabling microservice fast deployment and their scalability at low overhead; however, modern container-based applications may easily consist of hundreds of microservices services with complex interdependencies and call for advanced orchestration capabilities. While there are several emerging container orchestration engines, such as Docker Swarm, Kubernetes, Apache Mesos, and Cattle, a thorough functional and performance assessment to help IT managers in the selection of the most appropriate orchestration solution is still missing. This paper aims to fill that gap. Collected experimental results show that Kubernetes outperforms its counterparts for very complex application deployments, while other engines can be a better choice for simpler deployments.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8762053","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8762053","","Cows;Containers;Complexity theory;Tools","","76","","16","IEEE","15 Jul 2019","20-24 May 2019","20-24 May 2019","IEEE","IEEE Conferences"
"Anomaly Detection in a Large-Scale Cloud Platform","M. S. Islam; W. Pourmajidi; L. Zhang; J. Steinbacher; T. Erwin; A. Miranskyy","Department of Computer Science, Ryerson University, Toronto, Canada; Department of Computer Science, Ryerson University, Toronto, Canada; Department of Computer Science, Ryerson University, Toronto, Canada; Cloud Platform, IBM Canada Lab, Toronto, Canada; Watson and Cloud Platform, IBM, Austin, USA; Department of Computer Science, Ryerson University, Toronto, Canada",2021 IEEE/ACM 43rd International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),"7 May 2021","2021","","","150","159","Cloud computing is ubiquitous: more and more companies are moving the workloads into the Cloud. However, this rise in popularity challenges Cloud service providers, as they need to monitor the quality of their ever-growing offerings effectively. To address the challenge, we designed and implemented an automated monitoring system for the IBM Cloud Platform. This monitoring system utilizes deep learning neural networks to detect anomalies in near-real-time in multiple Platform components simultaneously. After running the system for a year, we observed that the proposed solution frees the DevOps team's time and human resources from manually monitoring thousands of Cloud components. Moreover, it increases customer satisfaction by reducing the risk of Cloud outages. In this paper, we share our solutions' architecture, implementation notes, and best practices that emerged while evolving the monitoring system. They can be leveraged by other researchers and practitioners to build anomaly detectors for complex systems.","","978-1-6654-3869-8","10.1109/ICSE-SEIP52600.2021.00024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402147","","Cloud computing;Time series analysis;Detectors;Reliability;Monitoring;Best practices;Software engineering","","37","","57","IEEE","7 May 2021","25-28 May 2021","25-28 May 2021","IEEE","IEEE Conferences"
"OpenWolf: A Serverless Workflow Engine for Native Cloud-Edge Continuum","C. Sicari; L. Carnevale; A. Galletta; M. Villari","Department of Mathematics and Computer Sciences, Physical Sciences and Earth Sciences, University of Messina, Messina, Italy; Department of Mathematics and Computer Sciences, Physical Sciences and Earth Sciences, University of Messina, Messina, Italy; Department of Mathematics and Computer Sciences, Physical Sciences and Earth Sciences, University of Messina, Messina, Italy; Department of Mathematics and Computer Sciences, Physical Sciences and Earth Sciences, University of Messina, Messina, Italy","2022 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)","13 Dec 2022","2022","","","1","8","Nowadays, Serverless computing is emerging as one of the most used Cloud services. In particular, the Function as Service (FaaS) is bringing to Cloud consumers, developers, and devops many advantages in terms of service costs, speed of development, and ease of deployment. In fact, it stands to be a key technology for enabling the Cloud-Edge Continuum. Regardless of these features, it is still not possible to build FaaS native applications without a Cloud broker that coordinates the functions. Therefore, FaaS usage is limited to very simple and specific jobs. In this work, we brush up on the concept of Scientific Workflow using the FaaS paradigm, in order to realize full Native Serverless Workflows-based applications. We define a custom Workflow Manifest DSL used to describe function interactions, then we describe the implementation of an agent able to deploy architecture-independent functions and coordinate them according to the Manifest. Finally, federating the Cloud-Fog-Edge tiers in a single Continuum environment, we allow functions to take advantage of the Continuum tier’s characteristics where they are deployed. This project is called OpenWolf, it’s repository is published on GitHub, under GNU General Public License v3.0.","","978-1-6654-6297-6","10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9927926","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927926","Workflow;Serverless;Cloud-Edge Continuum;FaaS Composition;FaaS","Costs;Brushes;Serverless computing;Licenses;Big Data;DSL;Engines","","10","","27","IEEE","13 Dec 2022","12-15 Sept. 2022","12-15 Sept. 2022","IEEE","IEEE Conferences"
"The Impact of TV White Space (TVWS) and 5G Networks on Bimodal Learning for Master's Programs in Engineering Science at the Higher Institute of Technology, University of Bangui","N. Edgard; Z. -P. Nathan; K. G. M. Saint-Juste","Department of computer engineering, Doctoral School of Science and Technology (EDST) Faculty of Science University of Bangui, Bangui, Central African Republic; Department of computer engineering, Doctoral School of Science and Technology (EDST) Faculty of Science University of Bangui, Bangui, Central African Republic; Department of computer engineering, Doctoral School of Science and Technology (EDST) Faculty of Science University of Bangui, Bangui, Central African Republic","2025 International Conference on Computational, Communication and Information Technology (ICCCIT)","24 Mar 2025","2025","","","880","885","In this study, we presente digital solution for training master's students in engineering sciences, using a bimodal learning approach at the Higher Institute of Technology of Bangui's University. This proposal addresses the lack of master's-level programs in DevOps and Network Telecommunications, as well as the insufficient expertise of local educators in Information and Communication Technology (ICT). It also aims to strengthen the instruction of science, technology, engineering, and mathematics (STEM). The solution is based on remote learning platforms hosted in the public cloud, engaging students and teachers in a bimodal teaching model that delivers simultaneous instruction to both inperson and remote students via a high-speed TV White Space (TVWS) and 5G network. The expected impact is the training of competent engineers capable of successfully carrying out projects in the domain of information and communication technology, thereby contributing to the development of the Central African Republic.","","979-8-3315-1296-5","10.1109/ICCCIT62592.2025.10927912","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10927912","Digital Training;STEM;Bimodal Teaching;High-Speed Networks","Training;TV;DevOps;Distance learning;5G mobile communication;White spaces;Information and communication technology;Telecommunications;Proposals;STEM","","","","24","IEEE","24 Mar 2025","7-8 Feb. 2025","7-8 Feb. 2025","IEEE","IEEE Conferences"
"Agile, Continuous Integration, and DevOps","C. K. Chang","Iowa State University, USA",2019 IEEE 43rd Annual Computer Software and Applications Conference (COMPSAC),"9 Jul 2019","2019","1","","211","211","The following topics are dealt with: learning (artificial intelligence); Internet; mobile computing; security of data; pattern classification; program testing; Internet of Things; smart phones; neural nets; data mining.","0730-3157","978-1-7281-2607-4","10.1109/COMPSAC.2019.00038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8753966","","Software;Software engineering;Education;Conferences;Floors;Organizations","","2","","0","IEEE","9 Jul 2019","15-19 Jul 2019","15-19 Jul 2019","IEEE","IEEE Conferences"
"GATEKEEPER Platform: Secure Processing Environment for European Health Data Space","E. Gaeta; M. Salman Haleem; L. Lopez-Perez; M. Manea; M. Fernanda Cabrera Umpierrez; M. Teresa Arredondo Waldmeyer; L. Pecchia; G. Fico","ETSIT, Universidad Politécnica de Madrid-Life Supporting Technologies Research Group, Madrid, Spain; School of Engineering, University of Warwick, Coventry, U.K.; ETSIT, Universidad Politécnica de Madrid-Life Supporting Technologies Research Group, Madrid, Spain; Hewlett Packard Enterprise—Network and Security Practice, Cernusco sul Naviglio, Italy; ETSIT, Universidad Politécnica de Madrid-Life Supporting Technologies Research Group, Madrid, Spain; ETSIT, Universidad Politécnica de Madrid-Life Supporting Technologies Research Group, Madrid, Spain; School of Engineering, University of Warwick, Coventry, U.K.; ETSIT, Universidad Politécnica de Madrid-Life Supporting Technologies Research Group, Madrid, Spain",IEEE Access,"28 Feb 2025","2025","13","","34627","34638","The European Health Data Space (EHDS) is a significant initiative within the European Union aimed at improving healthcare through better use of health data and collaboration. This involves sharing and utilization of health data in a secure and interoperable manner across EU member states. With the advent of modern technology, different types of health data are being acquired ranging from traditional electronic health records to real-time wearable signals for improved healthcare delivery and management. However, there are certain challenges associated with compliance to EHDS, such as secure continuous integration (CI) and continuous delivery (CD), scalability and adaptability towards new technologies and applications, tolerance against IoT cyber-attacks, requirement of advanced data storage methods, processing power, interoperability solutions for data analysis and connectivity. In order to address these, a flagship project of the European Commission, GATEKEEPER, represents a pioneering effort designed to transform healthcare delivery through the utilization of sophisticated digital technologies. The architecture of the GATEKEEPER platform has been meticulously crafted, in compliance with the EHDS, to integrate a multitude of data sources, deploying advanced analytical tools to enable the development of novel solutions for the effective prediction, detection, and management of chronic health conditions. GATEKEEPER addresses the aforementioned challenges by integrating collaborative tools for data management and consistency, machine learning modelling and management tool, activity feeds and issue tracking tools with developers authentication, CI/CD tools allowing, among others scalability in multiple formats, tools for assessing security, vulnerability and dependency for third party packages.","2169-3536","","10.1109/ACCESS.2025.3539559","European Union’s Horizon 2020 Research and Innovation Program under GATEKEEPER co-funded by European Regional Development Fund “A Way to Make Europe”(grant numbers:857223); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10883983","CI/CD;data scalability;data security;European health data space;healthcare platform;SecDevOps","Security;Logic gates;Europe;Scalability;Collaboration;Microservice architectures;Computer architecture;Interoperability;DevOps;Electronic healthcare","","5","","35","CCBYNCND","13 Feb 2025","2025","","IEEE","IEEE Journals"
"A DevSecOps-based Assurance Process for Big Data Analytics","M. Anisetti; N. Bena; F. Berto; G. Jeon","Department of Computer Science, Università degli Studi di Milano, Milan, Italy; Department of Computer Science, Università degli Studi di Milano, Milan, Italy; Department of Computer Science, Università degli Studi di Milano, Milan, Italy; Department of Embedded Systems Engineering, Incheon National Univerisity, Seoul, Korea",2022 IEEE International Conference on Web Services (ICWS),"16 Sep 2022","2022","","","1","10","Today big data pipelines are increasingly adopted by service applications representing a key enabler for enterprises to compete in the global market. However, the management of non-functional aspects of the big data pipeline (e.g., security, privacy) is still in its infancy. As a consequence, while functionally appealing, the big data pipeline does not provide a transparent environment, impairing the users’ ability to evaluate its behavior. In this paper, we propose a security assurance methodology for big data pipelines grounded on the DevSecOps development paradigm to increase trustworthiness allowing reliable security and privacy by design. Our methodology models and annotates big data pipelines with non-functional requirements verified by assurance checks ensuring requirements to hold along with the pipeline lifecycle. The performance and quality of our methodology are evaluated in a real walkthrough analytics scenario.","","978-1-6654-8143-4","10.1109/ICWS55610.2022.00017","Università degli Studi di Milano; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9885738","Assurance;Big Data;Trustworthiness;DevSec-Ops","Data privacy;Web services;Pipelines;Globalization;Big Data;Reliability engineering;Data models","","8","","26","IEEE","16 Sep 2022","10-16 July 2022","10-16 July 2022","IEEE","IEEE Conferences"
"MLOps: Automatic, Zero-Touch and Reusable Machine Learning Training and Serving Pipelines","D. Panchal; I. Baran; D. Musgrove; D. Lu","AT&T Middletown, NJ, USA; AT&T Middletown, NJ, USA; AT&T Middletown, NJ, USA; AT&T Dallas, TX, USA",2023 IEEE International Conference on Internet of Things and Intelligence Systems (IoTaIS),"14 Dec 2023","2023","","","175","181","Due to increased interest in Machine Learning, Deep Learning and AI and easy availability of ML toolk-its/libraries/ frameworks as well as talent that has ML skillsets and know-how to use these ML tools, Machine learning model building has become easier and is now being employed to solve a variety of problems across different fields. But when the time comes to be able to take these ML/DL models to production i.e., integrate them with business applications, it is often a challenge. This is due to the many skillsets in software development, cloud, DevOps, system design, data engineering, that this requires. Furthermore, we see that ML engineers or data scientists and software developers often work in silos to make locally optimum decisions without thinking about how the model is going to be used in production, how it is going to be trained on fresh new incoming data and how and when it is going to be replaced with a new better model. In short, most of the time, there is no plan for how models will behave when in production nor any automatic pipelines to manage them. This leads to lots of difficulty in productionalizing the ML models and leads to wasted time and effort. We we will demonstrate how we can take an ML model to production very easily using components from the Acumos AI project and do much more by creating zero-touch i.e., automatic and reusable ML model training and ML model serving pipelines and reusable model infrastructures using Acumos and Nifi. We will create a Cloud Forensics ML model, productionalize it and show how it can be consumed in a business application.","2832-1383","979-8-3503-1904-0","10.1109/IoTaIS60147.2023.10346079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10346079","Acumos;Machine Learning;Deep Learning;MLOps;Platform;ML Pipelines;Microservices;Nifi;Reusable ML;Open Source;AI4EU","Training;Cloud computing;Forensics;Pipelines;Production;Software;Data models","","10","","33","IEEE","14 Dec 2023","28-30 Nov. 2023","28-30 Nov. 2023","IEEE","IEEE Conferences"
"Transformation of Vulnerability Management Through Artificial Intelligence: An Overview of Generative and Learning Models","G. Siewruk; M. Berej","Warsaw University of Technology, Warsaw, Poland; Warsaw University of Technology, Warsaw, Poland",IEEE Access,"20 Feb 2026","2026","14","","24732","24752","Software teams now uncover far more vulnerabilities than they can reasonably triage or fix. At the same time, learning-based analysis and large code models have matured. They can now move beyond pattern matching and into semantic reasoning over code, binaries, dependencies, and infrastructure-as-code (IaC). This article brings these threads together. We organize the field around how models “see” software (tokens and sequences; Abstract Syntax Trees (ASTs)/Control Flow Graphs (CFGs)/Data Flow Graphs (DFGs)/Code Property Graphs (CPGs); Intermediate Representations (IRs) and bytecode; and deployment/configuration artifacts). We then compare families of detectors on both technical and operational grounds. Building on that view, we outline a risk-aware prioritization model. This model combines signals of likelihood, exposure, and impact into clear, auditable policies that reduce effort for the same level of exploited coverage. We also examine how large models can assist with scoring and remediation. Finally, we specify the guardrails-tests, static checks, and policy constraints-needed to keep generated changes reliable and traceable. The result is a practical map: where to integrate capabilities in Continuous Integration/Continuous Deployment (CI/CD), what evidence to retain for audit, and how to measure success using program metrics such as triage time, developer acceptance, and change-failure rate. The paper closes with concrete research directions in multi-modal learning, privacy-preserving training, and safe autonomy for remediation.","2169-3536","","10.1109/ACCESS.2026.3663784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11393471","Cybersecurity;AI;LLM;DevSecOps;vulnerability management;vulnerability analysis;security scanning;AppSec","Codes;Artificial intelligence;Surveys;Measurement;Software;Flow graphs;Databases;Testing;Systematics;Syntactics","","","","96","CCBY","11 Feb 2026","2026","","IEEE","IEEE Journals"
"A Study on the Paradigm Shift in the Validation of Automated Vehicles","T. Düser; D. Fischer; J. Freyer","Institute of Product Engineering (IPEK), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute of Product Engineering (IPEK), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute of Product Engineering (IPEK), Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany",2023 IEEE International Automated Vehicle Validation Conference (IAVVC),"29 Nov 2023","2023","","","1","6","Due to the increasing level of automation in vehicles, the complexity of the interaction between the vehicle and its surrounding systems is increasing towards a system of systems (SoS). At the same time, the amount of software in the vehicle is expanding, which entails development paradigms for software development. Current validation strategies are no longer suitable for efficient and effective approval of these vehicles. Hence, this paper identifies important challenges in the context of validation and proposes initial solutions.","","979-8-3503-2253-8","10.1109/IAVVC57316.2023.10328076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10328076","validation;cyber-physical systems;credibility;autonomous driving;CI/CD","Automation;Training data;Solids;Software;Data models;Safety;Complexity theory","","2","","29","IEEE","29 Nov 2023","16-18 Oct. 2023","16-18 Oct. 2023","IEEE","IEEE Conferences"
"An Intelligent Hybrid Intrusion Detection and Prevention System for Threat Mitigation in High Bandwidth 5G/6G Network","K. Mavale; A. Ingle; K. P. Kshirsagar; C. M. Reddy; P. D. Honawadajkar; V. M. Marathe","Dept. of Electronics and Telecommunication, Vishwakarma Institute of Information Technology, Pune, India; Dept. of Electronics and Telecommunication, Vishwakarma Institute of Technology, Pune, India; Dept. of Electronics and Telecommunication, Vishwakarma Institute of Technology, Pune, India; School of Computer Science and Artificial Intelligence, SR University, Warangal, Telangana, India; Dept. of Electronics and Telecommunication, JSPM’s RSCOE, Tathwade, Pune, India; Dept. of Engineering Science and Humanities, Vishwakarma Institute of Technology, Pune, India",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),"24 Sep 2025","2025","","","1888","1893","Fifth Generation (5G) and the impending Sixth Generation (6G) wireless communications revolutionize modern wireless communication with their record-breaking data speeds, low latency, and wide-ranging device connections. Standard Intrusion Detection and Prevention Systems are ineffective in toxic security situations, which are brought on by current developments. In addition to anomaly-detection and signature-matching systems, this presents a new IDS and IPS system that leverages deep learning artificial intelligence to maximize high-speed network protection. The suggested approach is built on Software-Defined Networking, which enables dynamic security policy enforcement and quick threat responses. According to evaluation criteria of processing speed and detection accuracy with low false positive occurrence rates, the integrated solution performs optimally for securing next-generation mobile networks.","","979-8-3315-1250-7","10.1109/ICSCDS65426.2025.11167585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11167585","IDS;IPS;CNN;SVM;Random Forest;Hybrid Detection Model;Cyber Threat Detection;Feature Extraction;Anomaly Detection;Signature Based Detection;Network Traffic Analysis;Machine Learning in Cybersecurity;Software-Defined Networking (SDN);Kaggle dataset;CICD 2017","6G mobile communication;Wireless communication;Deep learning;Prevention and mitigation;Intrusion detection;Feature extraction;Convolutional neural networks;IP networks;Software defined networking;Next generation networking","","1","","15","IEEE","24 Sep 2025","6-8 Aug. 2025","6-8 Aug. 2025","IEEE","IEEE Conferences"
