Export Source,entry_type,entry_key,author,title,year,isbn,publisher,url,doi,abstract,booktitle,pages,numpages,keywords,location,series,articleno,address,issue_date,volume,number,issn,journal
acm-20260429,inproceedings,10.1145/3551902.3565070,"Zhang, Xinrui and Jaskolka, Jason",Security Patterns for Machine Learning: The Data-Oriented Stages,2023,9781450395946,Association for Computing Machinery,https://doi.org/10.1145/3551902.3565070,10.1145/3551902.3565070,"Security in machine learning (ML) is one of the top priorities in many ML-based systems in the field of healthcare, finance, energy, transportation, and cybersecurity. Since developing ML applications requires multidisciplinary effort, it is important to eliminate knowledge mismatch about security among the team members in the early design phase. In this paper, we present a collection of security patterns for the data-oriented stages in the ML workflow, including data collection, data storage, and data preparation. This provides a concise guidance on how to protect each stage from known threats, as well as a communication vocabulary for different roles to consider security without being security experts.",Proceedings of the 27th European Conference on Pattern Languages of Programs,,12,"countermeasures, data, machine learning, security pattern, threats","Irsee, Germany",EuroPLop '22,30,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3555051.3555068,"Serafini, Daniele and Zacchiroli, Stefano",Efficient Prior Publication Identification for Open Source Code,2022,9781450398459,Association for Computing Machinery,https://doi.org/10.1145/3555051.3555068,10.1145/3555051.3555068,"Free/Open Source Software (FOSS) enables large-scale reuse of preexisting software components. The main drawback is increased complexity in software supply chain management. A common approach to tame such complexity is automated open source compliance, which consists in automating the verification of adherence to various open source management best practices about license obligation fulfillment, vulnerability tracking, software composition analysis, and nearby concerns. We consider the problem of auditing a source code base to determine which of its parts have been published before, which is an important building block of automated open source compliance toolchains. Indeed, if source code allegedly developed in house is recognized as having been previously published elsewhere, alerts should be raised to investigate where it comes from and whether this entails that additional obligations shall be fulfilled before product shipment. We propose an efficient approach for prior publication identification that relies on a knowledge base of known source code artifacts linked together in a global Merkle direct acyclic graph and a dedicated discovery protocol. We introduce swh-scanner, a source code scanner that realizes the proposed approach in practice using as knowledge base Software Heritage, the largest public archive of source code artifacts. We validate experimentally the proposed approach, showing its efficiency in both abstract (number of queries) and concrete terms (wall-clock time), performing benchmarks on 16845 real-world public code bases of various sizes, from small to very large.",Proceedings of the 18th International Symposium on Open Collaboration,,8,"license compliance, open compliance, open source, prior art, software supply chain, source code scanning","Madrid, Spain",OpenSym '22,12,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3555228.3555245,"Silva, Francisco and Lelli, Val\'{e}ria and Santos, Ismayle and Andrade, Rossana",Towards a Fault Taxonomy for Microservices-Based Applications,2022,9781450397353,Association for Computing Machinery,https://doi.org/10.1145/3555228.3555245,10.1145/3555228.3555245,"Microservice-based applications support an architectural style that allows the organization of distributed applications as a set of possibly stateless services to achieve scalability and maintainability. They have been widely used in the industry, however, this architecture can bring challenges regarding Fault Tolerance, Fault Prevention, Fault Detection and Fault Handling activities. In the context of microservices, fault injection is more complex since those applications contain mostly asynchronous process. Therefore, a fault injection becomes even more expensive. Several studies in the literature have been handling the complexity of testing microservice-based applications such as investigating the root causes of microservices failures or providing frameworks that allow users injecting faults related to microservices. In this direction, a fault catalog can be beneficial for performing software fault activities. In this work, we conducted a Multivocal Literature Review to catalog faults related to microservice-based applications to better support their development and testing. Then, we defined a taxonomy with 117 faults classified into 6 Non-Functional Requirements and related to 11 characteristics inherent to the microservices architecture.",Proceedings of the XXXVI Brazilian Symposium on Software Engineering,247–256,10,,"Virtual Event, Brazil",SBES '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3555776.3577626,"de Chaves, Shirlei Aparecida and Barreto Vavassori Benitti, Fabiane",Privacy by Design in Software Engineering: An update of a Systematic Mapping Study,2023,9781450395175,Association for Computing Machinery,https://doi.org/10.1145/3555776.3577626,10.1145/3555776.3577626,"Since several data protection regulations were enacted in the last couple of years, we aimed to investigate the state-of-the-art of Privacy by Design in Software Engineering. An early Systematic Mapping Study investigated that before the General Data Protection Regulation (GDPR) came into force. Initial scoping suggested the existence of several new studies suitable for inclusion, so we performed an update to verify what has changed in the area. From the 68 selected papers, we found that (a) professional practice has gained attention with software developers at the centre; (b) GDPR has become a trend; (c) much of the research is regulation-centric and a more user-centric view is missing and (d) there is still a need for validation in industrial settings.",Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,1362–1369,8,"privacy by design, software engineering, systematic mapping study","Tallinn, Estonia",SAC '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3555776.3577668,"Verreydt, Stef and Van Landuyt, Dimitri and Joosen, Wouter",Expressive and Systematic Risk Assessments with Instance-Centric Threat Models,2023,9781450395175,Association for Computing Machinery,https://doi.org/10.1145/3555776.3577668,10.1145/3555776.3577668,"A threat modeling exercise involves systematically assessing the likelihood and potential impact of diverse threat scenarios. As threat modeling approaches and tools act at the level of a software architecture or design (e.g., a data flow diagram), they consider threat scenarios at the level of classes or types of system elements. More fine-grained analyses in terms of concrete instances of these elements are typically not conducted explicitly nor rigorously. This hinders (i) expressiveness, as threats that require articulation at the level of instances can not be expressed nor managed properly, and (ii) systematic risk calculation, as risk cannot be expressed and estimated with respect to instance-level properties.In this paper, we present a novel threat modeling approach that acts on two layers: (i) the design layer defines the classes and entity types in the system, and (ii) the instance layer models concrete instances and their properties. This, in turn, allows both rough risk estimates at the design-level, and more precise ones at the instance-level. Motivated by a connected vehicles application, we present the key challenges, the modeling approach and a tool prototype. The presented approach is a key enabler for more continuous and frequent threat (re-)assessment, the integration of threat analysis models in CI/CD pipelines and agile development environments on the one hand (development perspective), and in risk management approaches at run-time (operations perspective).",Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,1450–1457,8,"threat modeling, security-by-design, risk management","Tallinn, Estonia",SAC '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3555776.3577761,"Basso, Fabio and Soares Ferreira, Bruno Marcelo and Torres, Rafael and Frantz, Rafael Z. and Kreutz, Diego and Bernardino, Maicon and de Macedo Rodrigues, Elder",Model-Driven Integration and the OSLC Standard: a Mapping of Applied Studies,2023,9781450395175,Association for Computing Machinery,https://doi.org/10.1145/3555776.3577761,10.1145/3555776.3577761,"Open Services for Lifecycle Collaboration (OSLC) is an open standard for tool interoperability, which allows data federation throughout Software Engineering (SE) application lifecycles. The OSLC community has been active since 2008, and there is still an open question: ""What is the state-of-the-art and practice of OSLC for tool integration in Application Lifecycle Management (ALM) for Software Engineering environments?"". Objective: To answer this question, our main goal is to map the state-of-the-art and practice on the adoption of OSLC in SE lifecycles. Method: This paper presents a Systematic Mapping Study (SMS) by analyzing 59 primary studies and addressing integration issues such as building SE toolchains. Results: Our findings show that OSLC has been mostly implemented with the development of adapters and MDE. Conclusions: The main advantages of OSLC are related to linked data, involving not only tool adapters for point-to-point integrations, but also proposing solutions for tool replacement in the toolchain, as well as including modifications of OSLC domain specifications and solutions for automated activities for tool integration.",Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,763–770,8,"open services for lifecycle collaboration, tool integration, tool adapters, model-driven engineering, systematic mapping study","Tallinn, Estonia",SAC '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3560835.3564554,"Benedetti, Giacomo and Verderame, Luca and Merlo, Alessio",Automatic Security Assessment of GitHub Actions Workflows,2022,9781450398855,Association for Computing Machinery,https://doi.org/10.1145/3560835.3564554,10.1145/3560835.3564554,"The demand for quick and reliable DevOps operations pushed distributors of repository platforms to implement workflows. Workflows allow automating code management operations directly on the repository hosting the software. However, this feature also introduces security issues that directly affect the repository, its content, and all the software supply chains in which the hosted code is involved in. Hence, an attack exploiting vulnerable workflows can affect disruptively large software ecosystems. To empirically assess the importance of this problem, in this paper, we focus on the de-facto main distributor (i.e., GitHub). We developed a security assessment methodology for GitHub Actions workflows, which are widely adopted in software supply chains. We implemented the methodology in a tool (GHAST) and applied it on 50 open-source projects. The experimental results are worrisome as they allowed identifying a total of 24,905 security issues (all reported to the corresponding stakeholders), thereby indicating that the problem is open and demands further research and investigation.",Proceedings of the 2022 ACM Workshop on Software Supply Chain Offensive Research and Ecosystem Defenses,37–45,9,"github actions, software supply chain, software supply chain security, workflow security","Los Angeles, CA, USA",SCORED'22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3560905.3567759,"Saganowski, Stanis\l{}aw and Miszczyk, Jan and Kunc, Dominika and Lisouski, Dzmitry and Kazienko, Przemys\l{}aw",Lessons Learned from Developing Emotion Recognition System for Everyday Life,2023,9781450398862,Association for Computing Machinery,https://doi.org/10.1145/3560905.3567759,10.1145/3560905.3567759,"Recognizing emotions in everyday life requires a user-friendly and reliable system based on a smartphone and wearables. For over a year, we have been developing the Emognition system, which enables collecting emotionally annotated physiological signals in real-life scenarios. In this work, we describe the system architecture, the components and libraries used, as well as the development, testing, and implementation strategies. We explain in detail the integration with wearables - smartwatch Samsung Galaxy Watch 3 and chest strap Polar H10. The encountered problems and developed solutions are thoroughly discussed. We also provide the advantages and limitations of several frameworks for embedding machine learning models into a resource-restricted mobile application.",Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems,1047–1054,8,"emognition system, emotional data, emotionally annotated physiology, wearables","Boston, Massachusetts",SenSys '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3564719.3568689,"Butting, Arvid and Kirchhof, J\""{o}rg Christian and Kleiss, Anno and Michael, Judith and Orlov, Radoslav and Rumpe, Bernhard",Model-Driven IoT App Stores: Deploying Customizable Software Products to Heterogeneous Devices,2022,9781450399203,Association for Computing Machinery,https://doi.org/10.1145/3564719.3568689,10.1145/3564719.3568689,"Internet of Things (IoT) devices and the software they execute are often strongly coupled with vendors preinstalling their software at the factory. Future IoT applications are expected to be distributed via app stores. A strong coupling between hard- and software hinders the rise of such app stores. Existing model-driven approaches for developing IoT applications focus largely on the behavior specification and message exchange but generate code that targets a specific set of devices. By raising the level of abstraction, models can be utilized to decouple hard- and software and adapt to various infrastructures. We present a concept for a model-driven app store that decouples hardware and software development of product lines of IoT applications.",Proceedings of the 21st ACM SIGPLAN International Conference on Generative Programming: Concepts and Experiences,108–121,14,"App Store, Architecture Description Language, Internet of Things, Low-Code, Model-Driven Engineering","Auckland, New Zealand",GPCE 2022,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3564721.3565946,"Redmond, Fiona",With a Rise in Computing Disciplines Comes a Greater Choice of Computing Degrees in Higher Education,2022,9781450396165,Association for Computing Machinery,https://doi.org/10.1145/3564721.3565946,10.1145/3564721.3565946,"Higher education institutions (HEIs) internationally are increasingly recognising the importance of understanding student study choices. This is especially true in the field of computing in which skills shortages in the labour market are high but so too are student dropout rates. Loss of interest in the computing field has been reported among the reasons for students dropping out. The aim of this study is to offer a fresh perspective of the factors influencing undergraduate student’s interest and choice of specialisation in computing. Previous studies have mainly focused on five ACM-identified computing disciplines: Computer Science, Information Systems, Information Technology, Computer Engineering and Software Engineering. With the ever-growing nature of computing, two more disciplines recently emerged: Cybersecurity and Data Science. HEIs continuously endeavour to expand computing programmes into specialist areas within these disciplines such as machine learning, artificial intelligence, gaming, robotics and creative computing. For prospective students, this maze of options can make for a difficult decision. 137 first-year computing students were invited to participate in a mixed-methods survey to explore their choices around cybersecurity and other newer specialisations. The results of the survey were matched with findings from recent literature, and show that personal interest, family, media, career prospects and prior experiences still influence student choices, with media appearing to have a greater impact compared to earlier studies. HEIs can use this when developing effective recruitment strategies in computing.",Proceedings of the 22nd Koli Calling International Conference on Computing Education Research,,11,"computing, computing education, disciplines, specialisations, student choices","Koli, Finland",Koli Calling '22,5,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3571697.3571707,"Mavrogiorgou, Argyro and Koukos, Vasileios and Kouremenou, Eleftheria and Kiourtis, Athanasios and Raikos, Alexandros and Manias, George and Kyriazis, Dimosthenis",A Cross-domain Data Marketplace for Data Sharing,2023,9781450397308,Association for Computing Machinery,https://doi.org/10.1145/3571697.3571707,10.1145/3571697.3571707,"In recent years, vast amounts of data are generated from a plethora of devices, systems, and platforms, covering a wide range of domains. This data increase generates the necessity to access a wide range of technical and technological resources enabling efficient and ready-to-use data analysis solutions, including resources for training and learning in addition to data infrastructure elements, as well as Artificial Intelligence (AI)/Machine Learning (ML) techniques. Current solutions are siloed, and instead of being structured, integrated, and openly accessible from a single-entry point, they still tend to be fragmented and proprietary. To address this gap, the concept of data marketplaces has been generated including a plethora of solutions, in the form of data assets, for offering an access point to the aforementioned services. Though, current data marketplaces lack of genericity since they are tailored and implemented under specific domains, not being able to fully offer a single-entry point towards interdisciplinary ready-to-use data management solutions and assets. This paper describes a cross-domain Data Marketplace, as a unified web-based platform that offers to its users various ready-to-use data management solutions, supporting different kinds of cross-sector assets including datasets, software components, data science notebooks, as well as multimedia content of software solutions among others. Moreover, it showcases how this Data Marketplace has been designed and specified based on existing marketplaces, while it demonstrates the way that its users are able to search and retrieve assets for resolving their business issues, or achieving some of their educational/research/personal goals.",Proceedings of the 2022 European Symposium on Software Engineering,72–79,8,"Data Assets, Data Marketplace, INFINITECH, Open Data, PolicyCLOUD","Rome, Italy",ESSE '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3571785.3574128,"Paterson, James H. and Adams, Joshua and Foster, Derek and Baghban Karimi, Ouldooz and Kazmi, Zain and Lennon, Ruth G. and Nazir, Sajid and Stott, Lee and White, Laurie",Motivation and Strategies for Effective Inclusion of Cloud Solution Provider Certifications in Computing Curricula,2022,9798400700101,Association for Computing Machinery,https://doi.org/10.1145/3571785.3574128,10.1145/3571785.3574128,"A series of Working Groups has met at previous ITiCSE conferences to explore ways of incorporating cloud computing into courses and curricula, including mapping industry job skills to knowledge areas and those areas to student learning objectives. The importance of industry-standard learning content and certification, produced by cloud vendors and others, was apparent throughout this work.  This Working Group has focused on the role of certification within cloud computing curricula, from the viewpoints of a range of stakeholders: students, graduates, institutions, vendors and other certification providers; and employers, with the aim to provide insights and recommendations for educators who are considering whether to integrate cloud certifications into their courses. We reviewed the landscape of certifications provided by the most widely recognised cloud vendors, based on publicly available information and the knowledge embedded within the Working Group through the inclusion of vendor representatives in the membership. An overview is provided of the scope of available certifications and their mapping to our knowledge areas and learning outcomes, and of the influence that standards have or should have on learning design. We then explored the perspectives of stakeholders, through surveys of students on courses with a cloud computing element and of employers who have employed graduates of those courses, drawing conclusions on the awareness of certifications and specific vendors within each of those stakeholder groups, and on differences between the groups on the perceived importance of certifications for employability. Finally we explored approaches to integrating certification in academic cloud curricula, and challenges involved in doing so, through thematic analysis of in-depth interviews with a range of educators who have experience of doing so successfully. A set of recommendations for educators is presented, based on the findings of the Working Group's activities.",Proceedings of the 2022 Working Group Reports on Innovation and Technology in Computer Science Education,235–260,26,"cloud computing, computer science, curriculum development, education","Dublin, Ireland",ITiCSE-WGR '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3575813.3597344,"Schwermer, Ren\'{e} and Mayer, Ruben and Jacobsen, Hans-Arno",Energy vs Privacy: Estimating the Ecological Impact of Federated Learning,2023,9798400700323,Association for Computing Machinery,https://doi.org/10.1145/3575813.3597344,10.1145/3575813.3597344,"The increasing usage of edge devices and stricter data privacy regulations motivate the use of federated learning (FL). At the same time, more and more stakeholders are concerned about the ecological impact of machine learning and its associate network traffic. The current research in FL does not investigate the impact of different network constraints and privacy-enhancing techniques, such as differential privacy, on the network traffic and energy consumption of the clients. Most experiments run either on virtual machines or on one machine with simulated clients. In such environments, it is challenging to measure each client’s network and energy usage. Therefore, we built our ""Distributed Edge Device Testbed"" (DEDT) and evaluate a convolutional neural network trained on the MNIST data set under different network constraints on DEDT, with differential privacy and with an increasing amount of participating clients. For each experiment, we quantify the network traffic, energy consumption, and training time. The results show the importance of experiments on physically separated nodes and the need to improve software-based power monitoring. The estimated energy consumption deviates by up to 35&nbsp;\% from the measured ones. The accuracy of the estimated network traffic depends on the monitored network interface and gives an error of 18&nbsp;\% for virtual machines in combination with monitoring the Ethernet interface. The training time also increases linearly with the number of participating clients.",Proceedings of the 14th ACM International Conference on Future Energy Systems,347–352,6,"Distributed Systems, Energy, Federated Learning","Orlando, FL, USA",e-Energy '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3575879.3576017,"Fitsilis, Panos and Iatrellis, Omiros and Tsoutsa, Paraskevi",Using TOSCA language to model personalized educational content: Introducing eduTOSCA,2023,9781450398541,Association for Computing Machinery,https://doi.org/10.1145/3575879.3576017,10.1145/3575879.3576017,"Students attending Higher Education Institutions (HEIs) of Vocational Educational and Training (VET) are faced with a variety of complex decisions and procedures. To provide students with more sustained and personalized advising, many HEIs/VETs use academic advising systems and tools as a way to minimize costs and streamline their advising services. Furthermore, it is quite common for educational programs to include and combine educational content from different educational providers, while they are managed and executed on different platforms. Therefore, the ability to develop conceptual models for personalized learning based on educational content produced by heterogeneous educational service providers is a pressing need to address. A similar issue is confronted when deploying applications across diverse cloud computing platforms. A solution that is provided in these situations is the development of specialized languages for defining the topology and the orchestration of applications such as TOSCA, CAMP, Open-CSA, etc. In this paper, we propose to use similar conceptual models for modelling heterogeneous educational offerings toward personalized learning, which are presented along with the overall architecture of a system, named cc-coach, able to support these concepts. Further, this paper is a proposal for the standardization efforts needed for creating a multi-vendor educational ecosystem with diverse stakeholders, able to support personalized learning at various levels.",Proceedings of the 26th Pan-Hellenic Conference on Informatics,355–360,6,"TOSCA, curriculum modelling, e-learning, eduTOSCA, orchestration, personalized learning","Athens, Greece",PCI '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3576915.3623075,"Beltiukov, Roman and Guo, Wenbo and Gupta, Arpit and Willinger, Walter",In Search of netUnicorn: A Data-Collection Platform to Develop Generalizable ML Models for Network Security Problems,2023,9798400700507,Association for Computing Machinery,https://doi.org/10.1145/3576915.3623075,10.1145/3576915.3623075,"The remarkable success of the use of machine learning-based solutions for network security problems has been impeded by the developed ML models' inability to maintain efficacy when used in different network environments exhibiting different network behaviors. This issue is commonly referred to as the generalizability problem of ML models. The community has recognized the critical role that training datasets play in this context and has developed various techniques to improve dataset curation to overcome this problem. Unfortunately, these methods are generally ill-suited or even counterproductive in the network security domain, where they often result in unrealistic or poor-quality datasets.To address this issue, we propose a new closed-loop ML pipeline that leverages explainable ML tools to guide the network data collection in an iterative fashion. To ensure the data's realism and quality, we require that the new datasets should be endogenously collected in this iterative process, thus advocating for a gradual removal of data-related problems to improve model generalizability. To realize this capability, we develop a data-collection platform, netUnicorn, that takes inspiration from the classic ""hourglass'' model and is implemented as its ""thin waist"" to simplify data collection for different learning problems from diverse network environments. The proposed system decouples data-collection intents from the deployment mechanisms and disaggregates these high-level intents into smaller reusable, self-contained tasks. We demonstrate how netUnicorn simplifies collecting data for different learning problems from multiple network environments and how the proposed iterative data collection improves a model's generalizability.",Proceedings of the 2023 ACM SIGSAC Conference on Computer and Communications Security,2217–2231,15,"artificial intelligence, data collection, generalizability, machine learning, network security","Copenhagen, Denmark",CCS '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3578245.3584728,"Klinaku, Floriment and Speth, Sandro and Zilch, Markus and Becker, Steffen",Hitchhiker's Guide for Explainability in Autoscaling,2023,9798400700729,Association for Computing Machinery,https://doi.org/10.1145/3578245.3584728,10.1145/3578245.3584728,"Cloud-native applications force increasingly powerful and complex autoscalers to guarantee the applications' quality of service. For software engineers with operational tasks understanding the autoscalers' behavior and applying appropriate reconfigurations is challenging due to their internal mechanisms, inherent distribution, and decentralized decision-making. Hence, engineers seek appropriate explanations. However, engineers' expectations on feedback and explanations of autoscalers are unclear. In this paper, through a workshop with a representative sample of engineers responsible for operating an autoscaler, we elicit requirements for explainability in autoscaling. Based on the requirements, we propose an evaluation scheme for evaluating explainability as a non-functional property of the autoscaling process and guide software engineers in choosing the best-fitting autoscaler for their scenario. The evaluation scheme is based on a Goal Question Metric approach and contains three goals, nine questions to assess explainability, and metrics to answer these questions. The evaluation scheme should help engineers choose a suitable and explainable autoscaler or guide them in building their own.",Companion of the 2023 ACM/SPEC International Conference on Performance Engineering,277–282,6,"cloud, elasticity, evaluation, explainability, requirements","Coimbra, Portugal",ICPE '23 Companion,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3578245.3584934,"Kousiouris, George and Ambroziak, Szymon and Zarzycki, Blazej and Costantino, Domenico and Tsarsitalidis, Stylianos and Katevas, Vasileios and Mamelli, Alessandro and Stamati, Teta",A Pattern-based Function and Workflow Visual Environment for FaaS Development across the Continuum,2023,9798400700729,Association for Computing Machinery,https://doi.org/10.1145/3578245.3584934,10.1145/3578245.3584934,"The ability to split applications across different locations in the continuum (edge/cloud) creates needs for application break down into smaller and more distributed chunks. In this realm the Function as a Service approach appears as a significant enabler in this process. The paper presents a visual function and workflow development environment for complex FaaS (Apache OpenwhisK) applications. The environment offers a library of pattern based and reusable nodes and flows while mitigating function orchestration limitations in the domain. Generation of the deployable artefacts, i.e. the functions, is performed through embedded DevOps pipelines. A range of annotations are available for dictating diverse options including QoS needs, function or data locality requirements, function affinity considerations etc. These are propagated to the deployment and operation stacks for supporting the cloud/edge interplay. The mechanism is evaluated functionally through creating, registering and executing functions and orchestrating workflows, adapting typical parallelization patterns and an edge data collection process.",Companion of the 2023 ACM/SPEC International Conference on Performance Engineering,165–172,8,"function as a service, function orchestration, serverless computing, software development","Coimbra, Portugal",ICPE '23 Companion,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3578354.3592867,"Elkhatib, Yehia and Poyato, Jose Povedano",An Evaluation of Service Mesh Frameworks for Edge Systems,2023,9798400700828,Association for Computing Machinery,https://doi.org/10.1145/3578354.3592867,10.1145/3578354.3592867,"Service Mesh Technologies (SMTs) are increasingly popular in simplifying the networking between microservices. They allow one to declaratively and programmatically define service-to-service policies and interactions, and take all sorts of network management logic (e.g., traffic splitting, request tracing, security, reliability) out of the application. This simplifies the development of microservice architectures, which are widely used in cloud and edge applications. However, the suitability for different SMTs for use in edge applications is unclear. Thus, this work compares the two most popular SMTs (Istio and Linkerd) in terms of performance and overhead for resource-constrained devices. Through extensive experimentation and comparing with a baseline of standard networking in a Kubernetes cluster, we identify that Linkerd offers a more edge-friendly SMT option in contrast to Istio. Overall, Istio's communications are ≈10\% slower than Linkerd at an increased 1.2--1.4x more memory and ≈1.2x more CPU utilization.","Proceedings of the 6th International Workshop on Edge Systems, Analytics and Networking",19–24,6,"service mesh, edge computing, IoT networking, system performance and measurement","Rome, Italy",EdgeSys '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3579170.3579264,"Nouacer, R\'{e}da and Hussein, Mahmoud and Detterer, Paul and Villar, Eugenio and Herrera, Fernando and Tieri, Carlo and Grolleau, Emmanuel",Towards a European Network of Enabling Technologies for Drones,2023,9798400700453,Association for Computing Machinery,https://doi.org/10.1145/3579170.3579264,10.1145/3579170.3579264,"Drone-based service and product innovation is curtailed by the growing dependence on poorly inter-operable proprietary technologies as well as by the risks posed to people on the ground, to other vehicles and to property (e.g. critical infrastructure). Regarding the innovation aspect, the Single European Sky Air Traffic Management (SESAR) Joint Research Undertaking is developing U-space, a set of services and procedures to help drones access airspace safely and efficiently. The aim of COMP4DRONES is to complements SESAR JU efforts by providing a framework of key enabling technologies for safe and autonomous drones with a specific focus on U2 and U3. The COMP4DRONES project has contributed to support (1) efficient customization and incremental assurance of drone-embedded platforms, (2) safe autonomous decision making concerning individual or cooperative missions, (3) trustworthy drone-to-drone and drone-to-ground communications even in presence of malicious attackers and under the intrinsic platform constraints, and (4) agile and cost-effective design and assurance of drone modules and systems. In this paper, we discuss the results of COMP4DRONES project to complement SESAR JU efforts with a particular focus on safe software and hardware drone architectures.",Proceedings of the DroneSE and RAPIDO: System Engineering for Constrained Embedded Systems,1–11,11,"Automation and Control Systems, Autonomy, Composition, Drones, Interoperability, Safety, Security","Toulouse, France",RAPIDO '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3579895.3579936,"Qiao, Lin and Qu, Ruiting and Liu, Shenglong and Zhang, Yu and Wang, Huiying and Liu, Biqi",Roadmap on Industrial Knowledge System for Data-Oriented Intelligent Operation and Maintenance in Chinese Power Industry,2023,9781450398039,Association for Computing Machinery,https://doi.org/10.1145/3579895.3579936,10.1145/3579895.3579936,"To effectively and efficiently manage the information of power industry, especially in the State Grid of China, data-oriented intelligent operation and maintenance have always been a crucial task. Hence, in this paper, the roadmap on industrial knowledge system is presented for data-oriented intelligent operation and maintenance in Chinese power industry. Firstly, the background of the data-oriented intelligent operation and maintenance is described, and it has been pointed out that the core problem is data explosion and lack of knowledge in the data-oriented intelligent operation and maintenance in the State Grid of China. This is important not only for the construction of smart grid, but also for global energy savings. Secondly, as for data-oriented intelligent operation and maintenance, the State Grid data-oriented knowledge graph can be constructed. Then, we study the knowledge-driven multi-scenario intelligent operation decision technologies and information deployment technologies. Finally, the possible research direction of industrial knowledge systems is briefly presented for data-oriented intelligent operation and maintenance in State Grid.","Proceedings of the 2022 11th International Conference on Networks, Communication and Computing",267–276,10,"Industrial knowledge system, Knowledge Graph, data-oriented Intelligent maintenance, data-oriented Intelligent operation","Beijing, China",ICNCC '22,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3580305.3599802,"Xu, Zhentao and Wang, Ruoying and Balaji, Girish and Bundele, Manas and Liu, Xiaofei and Liu, Leo and Wang, Tie",AlerTiger: Deep Learning for AI Model Health Monitoring at LinkedIn,2023,9798400701030,Association for Computing Machinery,https://doi.org/10.1145/3580305.3599802,10.1145/3580305.3599802,"Data-driven companies use AI models extensively to develop products and intelligent business solutions, making the health of these models crucial for business success. Model monitoring and alerting in industries pose unique challenges, including a lack of clear model health metrics definition, label sparsity, and fast model iterations that result in short-lived models and features. As a product, there are also requirements for scalability, generalizability, and explainability. To tackle these challenges, we propose AlerTiger, a deep-learning-based MLOps model monitoring system that helps AI teams across the company monitor their AI models' health by detecting anomalies in models' input features and output score over time. The system consists of four major steps: model statistics generation, deep-learning-based anomaly detection, anomaly post-processing, and user alerting. Our solution generates three categories of statistics to indicate AI model health, offers a two-stage deep anomaly detection solution to address label sparsity and attain the generalizability of monitoring new models, and provides holistic reports for actionable alerts. This approach has been deployed to most of LinkedIn's production AI models for over a year and has identified several model issues that later led to significant business metric gains after fixing.",Proceedings of the 29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining,5350–5359,10,"anomaly detection, machine learning operations, time series","Long Beach, CA, USA",KDD '23,,"New York, NY, USA",,,,,
acm-20260429,inproceedings,10.1145/3582099.3582125,"Wang, Hung-Hsiang and Hung, Yun-Yun and Shen, Yun-Ya",Analyzing Design Typicality by Image Classification with Deep Learning,2023,9781450398749,Association for Computing Machinery,https://doi.org/10.1145/3582099.3582125,10.1145/3582099.3582125,"While deep learning has been successfully applied to many domains and industries, it is still in the first step to investigate the potential application to the field of industrial design. This paper discusses how image classification with deep learning can be used to analyze design typicality, which is the primary factor in designing product appearance and brand image. For promoting it to no-code designers such as industrial designers to adopt the process based on the machine learning tool, Waikato Environment for Knowledge Analysis (Weka) is introduced. A pilot study shows a promising approach for the designers to build datasets, pre-process, train models, test models, and measure prediction performance. This study suggests bridging image classification techniques to product design processes to advance design research and practice.",Proceedings of the 2022 5th Artificial Intelligence and Cloud Computing Conference,165–170,6,"Deep learning, Image classification, Industrial design, Typicality","Osaka, Japan",AICCC '22,,"New York, NY, USA",,,,,
